Source,Yr,Sex,Age,MinAge,AccurateAge,LengthM,Censored
Maeda,1962,F,21,No,Yes,21.334958854007922,1
Maeda,1962,M,26,No,Yes,21.334958854007922,1
Maeda,1962,F,26,No,Yes,22.554099359951234,0
Maeda,1962,M,34,No,Yes,21.334958854007922,1
Maeda,1962,M,18,No,Yes,21.94452910697958,0
Maeda,1962,M,16,No,Yes,22.249314233465405,0
Maeda,1962,M,25,No,Yes,21.334958854007922,1
Maeda,1962,M,13,No,Yes,21.94452910697958,0
Maeda,1962,F,21,No,Yes,21.63974398049375,0
Maeda,1962,F,24,No,Yes,21.94452910697958,0
Maeda,1962,F,28,No,Yes,23.468454739408717,0
Maeda,1962,M,26,No,Yes,21.334958854007922,1
Maeda,1962,F,16,No,Yes,21.334958854007922,1
Maeda,1962,F,34,No,Yes,22.554099359951234,0
Maeda,1962,F,24,No,Yes,22.554099359951234,0
Maeda,1962,M,20,No,Yes,21.94452910697958,0
Maeda,1962,F,35,No,Yes,22.85888448643706,0
Maeda,1962,F,14,No,Yes,22.249314233465405,0
Maeda,1962,M,40,No,Yes,20.115818348064614,0
Maeda,1962,F,23,No,Yes,21.334958854007922,1
Maeda,1962,M,26,No,Yes,21.334958854007922,1
Maeda,1962,M,8,No,Yes,21.63974398049375,0
Maeda,1962,M,20,No,Yes,19.811033221578786,0
Maeda,1962,M,35,No,Yes,21.334958854007922,1
Maeda,1962,F,60,No,Yes,23.163669612922888,0
Maeda,1962,M,14,No,Yes,17.98232246266382,0
Maeda,1962,M,29,No,Yes,21.63974398049375,0
Maeda,1962,M,40,No,Yes,21.334958854007922,1
Maeda,1962,F,36,No,Yes,21.63974398049375,0
Maeda,1962,F,22,No,Yes,21.334958854007922,1
Maeda,1962,M,29,No,Yes,21.63974398049375,0
Maeda,1962,F,26,No,Yes,21.94452910697958,0
Maeda,1962,M,28,No,Yes,21.94452910697958,0
Maeda,1962,F,26,No,Yes,21.94452910697958,0
Maeda,1962,M,15,No,Yes,21.334958854007922,1
Maeda,1962,M,12,Yes,No,21.334958854007922,1
Maeda,1962,F,18,No,Yes,21.94452910697958,0
Maeda,1962,F,28,No,Yes,21.63974398049375,0
Maeda,1962,M,66,No,Yes,21.334958854007922,1
Maeda,1962,M,16,No,Yes,21.63974398049375,0
Maeda,1962,F,50,No,Yes,21.334958854007922,1
Maeda,1962,F,31,Yes,No,21.334958854007922,1
Maeda,1962,F,34,No,Yes,21.334958854007922,1
Maeda,1962,M,35,No,No,21.334958854007922,1
Maeda,1962,M,14,No,Yes,21.334958854007922,1
Maeda,1962,M,4,No,Yes,21.334958854007922,1
Maeda,1962,F,8,No,Yes,21.334958854007922,1
Maeda,1962,F,25,No,Yes,21.63974398049375,0
Maeda,1962,F,35,No,Yes,21.63974398049375,0
Maeda,1962,F,19,No,Yes,21.334958854007922,1
Maeda,1962,M,26,No,Yes,21.334958854007922,1
Maeda,1962,F,29,No,Yes,21.63974398049375,0
Maeda,1962,M,33,No,Yes,21.334958854007922,1
Maeda,1962,M,10,No,Yes,21.63974398049375,0
Maeda,1962,F,11,No,Yes,21.94452910697958,0
Maeda,1962,F,53,No,Yes,22.249314233465405,0
Maeda,1962,M,49,No,Yes,21.94452910697958,0
Maeda,1962,F,28,No,Yes,22.554099359951234,0
Maeda,1962,M,31,No,Yes,21.63974398049375,0
Maeda,1962,M,31,No,Yes,21.334958854007922,1
Maeda,1962,M,10,No,Yes,21.334958854007922,1
Maeda,1962,M,37,No,Yes,21.94452910697958,0
Maeda,1962,M,37,No,Yes,21.94452910697958,0
Maeda,1962,M,18,No,Yes,21.63974398049375,0
Maeda,1962,M,41,No,Yes,21.63974398049375,0
Maeda,1962,F,15,No,Yes,21.334958854007922,1
Maeda,1962,F,16,No,Yes,21.334958854007922,1
Maeda,1962,F,8,No,Yes,21.63974398049375,0
Maeda,1962,M,18,No,Yes,21.63974398049375,0
Maeda,1962,F,12,No,Yes,22.249314233465405,0
Maeda,1962,M,17,No,Yes,21.334958854007922,1
Maeda,1962,F,34,No,Yes,21.94452910697958,0
Maeda,1962,F,22,No,Yes,22.249314233465405,0
Maeda,1962,M,20,No,Yes,21.63974398049375,0
Maeda,1962,M,34,No,Yes,21.63974398049375,0
Maeda,1962,F,56,No,Yes,21.94452910697958,0
Maeda,1962,M,36,No,Yes,21.334958854007922,1
Maeda,1962,M,20,No,Yes,21.334958854007922,1
Maeda,1962,M,29,No,Yes,21.63974398049375,0
Maeda,1962,M,27,No,Yes,21.94452910697958,0
Maeda,1962,F,24,No,Yes,21.94452910697958,0
Maeda,1962,M,18,No,Yes,21.63974398049375,0
Maeda,1962,F,19,No,Yes,21.94452910697958,0
Maeda,1962,M,46,No,Yes,21.63974398049375,0
Maeda,1962,M,43,No,Yes,20.42060347455044,0
Maeda,1962,M,19,No,Yes,21.94452910697958,0
Maeda,1962,M,15,No,Yes,21.63974398049375,0
Maeda,1962,F,16,No,Yes,21.334958854007922,1
Maeda,1962,F,52,No,Yes,22.554099359951234,0
Maeda,1962,M,23,No,Yes,21.334958854007922,1
Maeda,1962,M,38,No,Yes,21.334958854007922,1
Maeda,1962,F,23,No,Yes,21.63974398049375,0
Maeda,1962,F,32,No,Yes,21.94452910697958,0
Maeda,1962,M,10,No,Yes,21.94452910697958,0
Maeda,1962,F,36,No,Yes,21.334958854007922,1
Maeda,1962,M,33,No,Yes,21.94452910697958,0
Maeda,1962,F,7,No,Yes,21.334958854007922,1
Maeda,1963,M,27,No,Yes,21.94452910697958,0
Maeda,1963,M,13,Yes,No,21.334958854007922,1
Maeda,1963,F,20,No,Yes,21.94452910697958,0
Maeda,1963,M,32,No,Yes,21.63974398049375,0
Maeda,1963,M,14,No,Yes,21.94452910697958,0
Maeda,1963,F,13,No,Yes,21.63974398049375,0
Maeda,1963,M,25,No,Yes,21.334958854007922,1
Maeda,1963,F,25,No,Yes,22.249314233465405,0
Maeda,1963,F,24,Yes,No,21.94452910697958,0
Maeda,1963,F,21,No,Yes,21.334958854007922,1
Maeda,1963,F,10,No,Yes,21.334958854007922,1
Maeda,1963,F,12,No,Yes,21.94452910697958,0
Maeda,1963,F,22,No,Yes,21.334958854007922,1
Maeda,1963,F,19,No,Yes,21.334958854007922,1
Maeda,1963,F,23,No,Yes,21.94452910697958,0
Maeda,1963,F,25,No,Yes,21.63974398049375,0
Maeda,1963,F,35,No,Yes,21.63974398049375,0
Maeda,1963,M,33,No,Yes,21.334958854007922,1
Maeda,1963,M,48,No,Yes,21.334958854007922,1
Maeda,1963,F,29,No,Yes,21.334958854007922,1
Maeda,1963,F,15,No,Yes,21.334958854007922,1
Maeda,1963,F,9,Yes,No,21.334958854007922,1
Maeda,1963,F,47,No,Yes,23.468454739408717,0
Maeda,1963,M,35,No,Yes,21.63974398049375,0
Maeda,1963,F,37,No,Yes,21.334958854007922,1
Maeda,1963,F,27,No,Yes,21.63974398049375,0
Maeda,1963,F,22,No,Yes,22.249314233465405,0
Maeda,1963,M,21,No,Yes,21.63974398049375,0
Maeda,1963,F,26,No,Yes,21.63974398049375,0
Maeda,1963,F,65,No,Yes,21.63974398049375,0
Maeda,1963,M,44,Yes,No,21.334958854007922,1
Maeda,1963,F,30,No,Yes,23.468454739408717,0
Maeda,1963,M,26,No,Yes,21.63974398049375,0
Maeda,1963,M,23,No,Yes,21.334958854007922,1
Maeda,1963,F,35,No,Yes,21.94452910697958,0
Maeda,1963,F,16,No,Yes,21.334958854007922,1
Maeda,1963,F,37,No,Yes,21.94452910697958,0
Maeda,1963,F,46,No,Yes,21.94452910697958,0
Maeda,1963,F,43,Yes,No,21.334958854007922,1
Maeda,1963,M,27,No,Yes,21.334958854007922,1
Maeda,1963,M,65,No,Yes,21.63974398049375,0
Maeda,1963,F,16,No,Yes,21.63974398049375,0
Maeda,1963,M,24,No,Yes,22.249314233465405,0
Maeda,1963,M,22,No,Yes,21.334958854007922,1
Maeda,1963,M,38,No,Yes,21.63974398049375,0
Maeda,1963,M,11,No,Yes,21.334958854007922,1
Maeda,1963,M,21,No,Yes,21.94452910697958,0
Maeda,1963,F,28,No,Yes,21.63974398049375,0
Maeda,1963,F,8,No,Yes,20.42060347455044,0
Maeda,1963,F,52,No,Yes,21.63974398049375,0
Maeda,1963,F,4,No,Yes,21.334958854007922,1
Maeda,1963,M,16,No,Yes,21.334958854007922,1
Maeda,1963,F,38,No,Yes,21.334958854007922,1
Maeda,1963,M,33,No,Yes,21.334958854007922,1
Maeda,1963,F,22,No,Yes,21.334958854007922,1
Maeda,1963,F,23,No,Yes,21.334958854007922,1
Maeda,1963,F,21,No,Yes,21.334958854007922,1
Maeda,1963,F,11,No,Yes,21.334958854007922,1
Maeda,1963,M,26,No,Yes,21.334958854007922,1
Maeda,1963,F,6,Yes,No,21.63974398049375,0
Maeda,1963,F,16,No,Yes,21.63974398049375,0
Maeda,1963,M,32,No,Yes,21.94452910697958,0
Maeda,1963,F,20,No,Yes,21.94452910697958,0
Maeda,1963,F,3,No,Yes,21.334958854007922,1
Maeda,1963,M,39,No,Yes,21.334958854007922,1
Maeda,1963,M,26,Yes,No,21.334958854007922,1
Maeda,1963,F,18,No,Yes,21.63974398049375,0
Maeda,1963,M,10,No,Yes,21.334958854007922,1
Maeda,1963,F,15,No,Yes,21.334958854007922,1
Maeda,1963,F,12,No,Yes,21.334958854007922,1
Maeda,1963,M,40,No,Yes,21.63974398049375,0
Maeda,1963,F,15,No,Yes,21.334958854007922,1
Maeda,1963,F,25,No,Yes,21.94452910697958,0
Maeda,1963,M,39,No,Yes,21.334958854007922,1
Maeda,1963,F,37,No,Yes,22.554099359951234,0
Maeda,1963,M,25,No,Yes,21.334958854007922,1
Maeda,1963,F,25,No,Yes,21.63974398049375,0
Maeda,1963,F,19,No,Yes,21.94452910697958,0
Maeda,1963,M,36,No,Yes,21.334958854007922,1
Maeda,1963,F,30,No,Yes,21.63974398049375,0
Maeda,1963,F,25,No,Yes,21.334958854007922,1
Maeda,1963,F,25,No,Yes,21.94452910697958,0
Maeda,1963,F,14,No,Yes,21.334958854007922,1
Maeda,1963,M,60,No,Yes,21.94452910697958,0
Maeda,1963,M,20,Yes,No,21.334958854007922,1
Maeda,1963,F,27,Yes,No,22.85888448643706,0
Maeda,1963,F,21,No,Yes,21.63974398049375,0
Maeda,1963,F,23,No,Yes,21.334958854007922,1
Maeda,1963,M,21,No,Yes,21.334958854007922,1
Maeda,1963,M,32,No,Yes,21.334958854007922,1
Maeda,1963,M,25,No,Yes,21.334958854007922,1
Maeda,1963,F,30,No,Yes,22.249314233465405,0
Maeda,1963,F,45,No,Yes,21.94452910697958,0
Maeda,1963,F,53,Yes,No,21.334958854007922,1
Maeda,1963,M,32,No,Yes,21.334958854007922,1
Maeda,1963,M,38,No,Yes,21.94452910697958,0
Maeda,1963,F,20,No,Yes,21.334958854007922,1
Maeda,1963,F,18,No,Yes,21.63974398049375,0
Maeda,1963,F,23,Yes,No,21.334958854007922,1
Maeda,1963,M,36,No,Yes,21.334958854007922,1
Maeda,1963,M,52,Yes,No,21.63974398049375,0
Maeda,1963,F,36,No,Yes,21.94452910697958,0
Maeda,1963,M,32,No,Yes,21.334958854007922,1
Maeda,1963,F,20,No,Yes,21.63974398049375,0
Maeda,1963,F,44,No,Yes,21.63974398049375,0
Maeda,1963,M,28,No,Yes,21.334958854007922,1
Maeda,1963,M,21,No,Yes,21.334958854007922,1
Maeda,1963,F,21,No,Yes,21.334958854007922,1
Maeda,1963,F,12,No,Yes,22.554099359951234,0
Maeda,1963,F,27,No,Yes,22.249314233465405,0
Maeda,1963,F,26,No,Yes,21.63974398049375,0
Maeda,1963,M,15,No,Yes,21.334958854007922,1
Maeda,1963,M,19,No,Yes,21.63974398049375,0
Maeda,1963,F,25,No,Yes,22.249314233465405,0
Maeda,1963,F,12,No,Yes,21.334958854007922,1
Maeda,1963,F,18,No,Yes,21.334958854007922,1
Maeda,1963,F,9,No,Yes,21.334958854007922,1
Maeda,1963,M,12,No,Yes,21.63974398049375,0
Maeda,1963,M,36,No,Yes,21.63974398049375,0
Maeda,1963,M,38,No,Yes,21.63974398049375,0
Maeda,1963,F,15,No,Yes,21.334958854007922,1
Maeda,1963,F,34,No,Yes,21.334958854007922,1
Maeda,1963,M,8,No,Yes,21.334958854007922,1
Maeda,1963,M,35,Yes,No,21.334958854007922,1
Maeda,1963,F,11,No,Yes,21.334958854007922,1
Maeda,1963,F,8,Yes,No,21.334958854007922,1
Maeda,1963,M,39,No,Yes,21.334958854007922,1
Maeda,1963,M,12,No,Yes,21.63974398049375,0
Maeda,1963,F,9,No,Yes,21.334958854007922,1
Maeda,1963,M,22,No,Yes,21.63974398049375,0
Maeda,1963,M,35,No,Yes,21.334958854007922,1
Maeda,1963,F,21,No,Yes,21.94452910697958,0
Maeda,1963,M,30,No,Yes,21.63974398049375,0
Maeda,1963,M,10,No,Yes,21.334958854007922,1
Maeda,1963,M,19,No,Yes,21.63974398049375,0
Maeda,1963,F,45,No,Yes,21.334958854007922,1
Maeda,1963,M,20,No,Yes,21.334958854007922,1
Maeda,1963,M,32,No,Yes,21.334958854007922,1
Maeda,1963,F,11,No,Yes,21.334958854007922,1
Maeda,1963,F,5,No,Yes,22.554099359951234,0
Maeda,1963,M,19,No,Yes,21.334958854007922,1
Maeda,1963,M,12,No,Yes,20.42060347455044,0
Maeda,1963,M,38,No,Yes,21.334958854007922,1
Maeda,1963,F,24,No,Yes,21.94452910697958,0
Maeda,1963,F,12,No,Yes,21.334958854007922,1
Maeda,1963,F,29,No,Yes,21.63974398049375,0
Maeda,1963,M,29,No,Yes,21.334958854007922,1
Maeda,1963,F,28,No,Yes,21.334958854007922,1
Maeda,1963,M,72,No,Yes,21.334958854007922,1
Maeda,1963,M,10,Yes,No,21.334958854007922,1
Maeda,1963,F,30,No,Yes,21.94452910697958,0
Maeda,1963,F,14,No,Yes,21.334958854007922,1
Maeda,1963,F,13,No,Yes,21.334958854007922,1
Maeda,1963,M,24,No,Yes,21.334958854007922,1
Maeda,1963,F,33,No,Yes,21.63974398049375,0
Maeda,1963,F,25,No,Yes,21.63974398049375,0
Maeda,1963,F,29,No,Yes,22.554099359951234,0
Maeda,1963,M,24,Yes,No,21.334958854007922,1
Maeda,1963,M,18,No,Yes,21.334958854007922,1
Maeda,1963,F,14,Yes,No,22.554099359951234,0
Maeda,1963,F,29,No,Yes,21.63974398049375,0
Maeda,1963,M,13,Yes,No,22.249314233465405,0
Maeda,1963,F,27,No,Yes,21.334958854007922,1
Maeda,1963,M,42,No,Yes,21.334958854007922,1
Maeda,1963,M,31,Yes,No,21.334958854007922,1
Maeda,1963,F,32,No,Yes,21.334958854007922,1
Maeda,1963,F,13,No,Yes,21.334958854007922,1
Maeda,1963,M,17,No,Yes,21.334958854007922,1
Maeda,1963,M,44,Yes,No,21.334958854007922,1
Maeda,1963,F,27,No,Yes,23.773239865894542,0
Maeda,1963,M,16,Yes,No,22.249314233465405,0
Maeda,1963,F,20,No,Yes,23.163669612922888,0
Maeda,1963,M,37,No,Yes,22.85888448643706,0
Maeda,1963,F,14,No,Yes,21.334958854007922,1
Maeda,1963,M,18,No,Yes,21.334958854007922,1
Maeda,1963,M,46,No,Yes,22.249314233465405,0
Maeda,1963,M,57,No,Yes,22.249314233465405,0
Maeda,1963,M,9,No,Yes,23.163669612922888,0
Maeda,1963,M,19,No,Yes,21.334958854007922,1
Maeda,1963,M,25,No,Yes,20.42060347455044,0
Maeda,1963,F,36,No,Yes,22.85888448643706,0
Maeda,1963,F,20,No,Yes,21.334958854007922,1
Maeda,1963,M,28,No,Yes,21.334958854007922,1
Maeda,1963,F,24,No,Yes,22.249314233465405,0
Maeda,1963,F,20,No,Yes,22.85888448643706,0
Maeda,1963,M,12,No,Yes,21.334958854007922,1
Maeda,1963,M,30,No,Yes,21.334958854007922,1
Maeda,1963,M,20,No,Yes,21.63974398049375,0
Maeda,1963,M,20,No,Yes,21.334958854007922,1
Maeda,1963,M,14,No,Yes,21.334958854007922,1
Maeda,1963,F,15,No,Yes,22.85888448643706,0
Maeda,1963,F,37,No,Yes,21.334958854007922,1
Maeda,1963,M,5,Yes,No,21.334958854007922,1
Maeda,1963,M,12,No,Yes,21.334958854007922,1
Maeda,1963,F,25,Yes,No,22.554099359951234,0
Maeda,1963,F,15,No,Yes,21.334958854007922,1
Maeda,1963,F,28,No,Yes,21.334958854007922,1
Maeda,1963,M,16,No,Yes,21.334958854007922,1
Maeda,1963,F,25,Yes,No,21.334958854007922,1
Maeda,1963,F,23,No,Yes,21.334958854007922,1
Maeda,1963,F,23,No,Yes,21.334958854007922,1
Maeda,1964,F,13,No,Yes,21.334958854007922,1
Maeda,1964,M,23,No,Yes,21.334958854007922,1
Maeda,1964,F,6,No,Yes,21.334958854007922,1
Maeda,1964,M,9,No,Yes,22.249314233465405,0
Maeda,1964,M,11,No,Yes,21.94452910697958,0
Maeda,1964,F,29,No,Yes,21.63974398049375,0
Maeda,1964,F,49,No,Yes,21.94452910697958,0
Maeda,1964,M,68,No,Yes,21.94452910697958,0
Maeda,1964,F,24,No,Yes,22.554099359951234,0
Maeda,1964,M,67,No,Yes,21.94452910697958,0
Maeda,1964,M,24,No,Yes,23.468454739408717,0
Maeda,1964,F,17,No,Yes,21.94452910697958,0
Maeda,1964,M,12,No,Yes,21.334958854007922,1
Maeda,1964,M,14,No,Yes,21.334958854007922,1
Maeda,1964,F,15,No,Yes,21.63974398049375,0
Maeda,1964,M,11,No,Yes,21.63974398049375,0
Maeda,1964,M,6,Yes,No,21.334958854007922,1
Maeda,1964,M,68,No,Yes,21.94452910697958,0
Maeda,1964,M,32,No,Yes,21.94452910697958,0
Maeda,1964,M,24,No,Yes,21.94452910697958,0
Maeda,1964,M,32,No,Yes,21.334958854007922,1
